,title,artist,lyrics
0,Bad and Boujee,Migos," [Intro: Offset] You know, young rich niggas You know some', we ain't really never had no old money We got a whole lotta new money though, hah (If Young Metro don't trust you, I'm gon' shoot ya) Hey! [Chorus: Offset] Raindrop (Drip), drop top (Drop top) Smokin' on cookie in the hotbox (Cookie) Fuckin' on your bitch, she a thot, thot (Thot) Cookin' up dope in the crockpot (Pot) We came from nothin' to somethin', nigga (Hey) I don't trust nobody, greet the trigger (Nobody) Call up the gang and they come and get ya (Gang) Cry me a river, give you a tissue (Hey) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Blaow) My niggas is savage, ruthless (Savage) We got 30's and hundred rounds too (Grrah) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Dope) My niggas is savage, ruthless (Hey) We got 30's and hundred rounds too (Glah) [Verse 1: Offset] Offset, whoo, whoo, whoo, whoo, whoo! Rackaids on rackaids (Racks), got back-ends on back-ends I'm ridin' around in a coupe (Coupe) I take your bih right from you (You) Bitch, I'm a dog, roof (Grr) Beat the ho walls loose (Hey) Hop in the frog, whoo (Skrrt) I tell that bih to come comfort me (Comfort me) I swear these niggas is under me (Hey) They hate and the devil keep jumpin' me (Jumpin' me) Bankrolls on me keep me company (Cash) Ayy, we do the most (Most) Yeah, pull up in Ghosts (Whoo) Yeah, my diamond's a choker (Glah) Holdin' the fire with no holster (Blaow) Rick the Ruler, diamonds cooler (Cooler) This a Rollie, not a Muller (Hey) Dabbin' on 'em like the usual (Dab) Magic with the brick, do voodoo (Magic) Courtside with a bad bitch (Bitch) Then I send the bitch through Uber (Go) I'm young and rich and plus I'm bougie (Hey) I'm not stupid so I keep the Uzi (Rrah) Rackaids on rackaids, got back-ends on back-ends So my money makin' my back ache (Aagh) You niggas got a low Act rate (Act) We from the Nawf, yeah, dat way (Nawf) Fat Cookie blunt in the ashtray (Cookie) Two bitches, just national smash day (Smash) Hop in the Lamb, have a drag race (Skrrt) I let them birds take a bath, bae (Brr) [Chorus: Offset] Raindrop (Drip), drop top (Drop top) Smokin' on cookie in the hotbox (Cookie) Fuckin' on your bitch, she a thot, thot (Thot) Cookin' up dope in the crockpot (Pot) We came from nothin' to somethin', nigga (Hey) I don't trust nobody, greet the trigger (Nobody) Call up the gang and they come and get ya (Gang) Cry me a river, give you a tissue (Hey) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Blaow) My niggas is savage, ruthless (Savage) We got 30's and hundred rounds too (Grrah) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Dope) My niggas is savage, ruthless (Hey) We got 30's and hundred rounds too (Glah) [Verse 2: Quavo] Pour a four, I'm droppin' muddy, outer spaceKid Cudi (Drank) Introduce me to your bitch as wifey and we know she sluttin' Broke a brick down, nutted butted, now that nigga duckin' (Phew) Don't move too fast, I might shoot ya (Huh?) Draco bad and boujee (Draco) I'm always hangin' with shooters (Brrah) Might be posted somewhere secluded (Private) Still be playin' with pots and pans, call me Quavo Ratatouille (Cook it up!) Run with that sack, call me Boobie (Run with it) When I'm on stage show me boobies (Ayy) Ice on my neck, I'm the coolest (Ice) Hop out the suicide with the Uzi (Pew-pew-pew) I pull up, I pull up, I pull up I hop out with all of the drugs and the good luck (Skrrt) I'm cookin', I'm cookin', I'm whippin' I'm whippin' into a rock up, let it lock up (Lock up) I gave her 10 racks I told her go shoppin' and spend it all at the pop up (10) These bitches, they fuck and suck dick And they bustin' for Instagram, get your clout up Uh, yeah, dat way (Yeah), float on the track like a Segway (Go) Yeah, dat way (Dat way), I used to trap by the Subway (Trappin', trappin') Yeah, dat way (Go), young nigga trap with the AK (Rrah, uh) Yeah, dat way (Yeah), big dyke ho, get the door, Macy Gray (Hey) [Chorus: Offset] Raindrop (Drip), drop top (Drop top) Smokin' on cookie in the hotbox (Cookie) Fuckin' on your bitch, she a thot, thot (Thot) Cookin' up dope in the crockpot (Pot) We came from nothin' to somethin', nigga (Hey) I don't trust nobody, greet the trigger (Nobody) Call up the gang and they come and get ya (Gang) Cry me a river, give you a tissue (Hey) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Blaow) My niggas is savage, ruthless (Savage) We got 30's and hundred rounds too (Grrah) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Dope) My niggas is savage, ruthless (Hey) We got 30's and hundred rounds too (Glah) [Verse 3: Lil Uzi Vert] Yeah, yeah, yeah, yeah, yeah, yeah My bitch, she bad to the bone Ayy, wait, these niggas watchin' I swear to God they be my clones Yeah, hey, huh Switchin' my hoes like my flows (What?) Switchin' my flows like my clothes (Like what?) Keep on shootin' that gun, don't reload Ooh, ooh, now she want fuck with my crew 'Cause the money come all out the roof Drive the 'Rari, that bitch got no roof (Skrrt) Wait, what kind of 'Rari? 458 (Damn) All of these niggas, they hate (They hate) Try to hide, shoot through the gate Look, go to strip club, make it rain Yeah, so much money they use rakes Count a hundred thousand in your face (In your face) Yeah, then put 300 right in the safe Met her today, yeah She talk to me like she knew me, yeah Go to sleep in a jacuzzi, yeah Wakin' up right to a two-piece, yeah Countin' that paper like loose leaf, yeah Gettin' that chicken with blue cheese, yeah Boy, you so fake, like my collar you snakin' I swear to God that be that Gucci (Ayy) And you know we winnin' (Winnin') Yeah, we is not losin' Try to play your song, it ain't move me (What?) Saw your girl once, now she choosin', yeah [Chorus: Offset] Raindrop (Drip), drop top (Drop top) Smokin' on cookie in the hotbox (Cookie) Fuckin' on your bitch, she a thot, thot (Thot) Cookin' up dope in the crockpot (Pot) We came from nothin' to somethin', nigga (Hey) I don't trust nobody, greet the trigger (Nobody) Call up the gang and they come and get ya (Gang) Cry me a river, give you a tissue (Hey) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Blaow) My niggas is savage, ruthless (Savage) We got 30's and hundred rounds too (Grrah) My bitch is bad and boujee (Bad) Cookin' up dope with a Uzi (Dope) My niggas is savage, ruthless (Hey) We got 30's and hundred rounds too (Glah) "
1,MotorSport,"Migos, Nicki Minaj & Cardi B","' [Intro: Quavo] Yeah, woo, yeah, skrrt M-M-M-Murda [Chorus: Quavo] Motorsport, yeah, put that thing in sport (Skrrt, skrrt) Shawty bad (Bad), pop her like a cork (Pop it) You a dork, never been a sport (Dork, yeah) Pull up, woo, woo, jumpin\' out the court (Jump) Cotton candy (Drink), my cup tastes like the fair (Cotton) Straight up there (Where?), we didn\'t take the stairs (Where?) Faced my fears (My fears), gave my mama tears (Mama) Shiftin\' gears (Shift), on the Nawf, get serious (Serious) [Verse 1: Quavo] Face all your fears, then get at me Hit so many donuts on them backstreets Sit so high in the nosebleeds (Yeah) Feel like I can fly, yeah Xans, Perky, check (Yeah), Bill Belichick Take the air out the ball (Ooh), just so I can flex Take the air out the mall, walk in with the sacks Take the air out your broad (Hey), now she can\'t go back (E) Xans, Perky, check (Yeah), Bill Belichick Take the air out the ball (Yeah), just so I can flex Take the air out the mall (Hey), walk in with the sacks Take the air out your broad (Woo, woo, woo, E) [Verse 2: Offset] Offset! Uh, the coupe came imported (Hey) This season\'s Off-White come in snorted (White) Green Lamborghini a tortoise (Lambo) No human being, I\'m immortal (No) Patek and A.P. full of water (Patek) Hundred K, I spend on my seora (Racks) My pinky on margarine, butter (Margarine) And my ears got McDonald\'s nuggets (Ayy) Soon, as I land on the Lear (Whew) Piguets, they wet, tears (\'Guets) 488, hit the gears (488) Suicide doors, Britney Spears I\'m boujee, so, bitch, don\'t get near (Boujee) Criss Angel, make dope disappear (Voil) Hit the gas, it got flames out the rears (Skrrt) It\'s a race to the bag, get the mills (Hey) [Verse 3: Cardi B] Ride the dick like a BMX No nigga wanna be my ex (No) I love when he go on tour \'Cause he cums more, when I see him less I get up set off I turn Offset on I told him the other day Man, we should sell that porn Yeah, Cardi B, I\'m back, bitches I don\'t wanna hear I\'m actin\' different (Yeah) Same lips that be talkin\' \'bout me Is the same lips that be ass kissin\' These hoes ain\'t what they say they are And their pussy stank, they catfishin\' Same hoes that was sendin\' shots They reachin\' out like they back itchin\' (Whoo) Why would I hop in some beef (Why?) When I could just hop in a Porsche? You heard she gon\' do what from who? That\'s not a reliable source, no So tell me, have you seen her? Let me wrap my weave up I\'m the trap Selena Dame ms gasolina! Skrrt! [Chorus: Quavo] Motorsport, yeah, put that thing in sport (Skrrt, skrrt) Shawty bad (Bad), pop her like a cork (Pop it) You a dork, never been a sport (Dork, yeah) Pull up, woo, woo, jumpin\' out the court (Jump) [Verse 4: Nicki Minaj] Uh, yo, watch your man, then you should watch your mouth Bitches is pressed, administer mouth to mouth You see them stats, you know what I am about I am the champ, I\'m Iron Mike in a bout Attention, I\'ma need you to face front You don\'t want smoke with me, this is a laced blunt Rap\'s Jackie Chan, we ain\'t pullin\' them fake stunts My crown won\'t fit on your bum-ass lace fronts (Uh) You bitches catchin\' a fade, shout out my nigga Lil Boosie All of your friends\'ll be dead, you can get hit with that Uzi I call him Ricky, he say he love me like Lucy Get you a straw nigga, you know this pussy is juicy This Givenchy is custom made, now you can\'t get it at Saks though I don\'t work in no office, but they copyin\' and that\'s facts though I ain\'t tryna be violent, but if Nicki on it, it slaps, ho Get you lined for that paper like a loose leaf when that strap blow I\'m with a couple bad bitches that\'ll rip the party If Quavo the QB, I\'m Nick Lombardi Pull up in the space coupe, I done linked with Marty I can actually afford to get a pink Bugatti ""Ayo, Nick, didn\'t you just do a hit with Gotti?"" That too, but my niggas send hits like Gotti It\'s a wrap, like the things on the head of a Saudi Bitch, you my son, go and sit on the potty (Rrrrrr) [Verse 5: Takeoff] Brand new Chanels (Chanels) I scuffed \'em runnin\' from 12 (12) Ain\'t make no commitment with none of you bitches \'Cause money is treatin\' me well (Uh-uh) If Nicki should show me her titty Right hand on the Bible, I swear I won\'t tell (Swear) If I get to play with that kitty I wonder how many platinums we gon\' sell (Albums) Pop a Perc and catch a feel (I pop one) Now I cannot feel the wheel (Woah) My chest bad, give me chills (Ice) And the left hand on Richard Mille (Ice) Not the watch, but the price on the ice If you don\'t know what that is (Huh) Motorsport, motorville Abort the mission, that\'s a kill (Pew, pew, brrr) [Chorus: Quavo] Motorsport, yeah, put that thing in sport (Skrrt, skrrt) Shawty bad (Bad), pop her like a cork (Pop it) You a dork, never been a sport (Dork, yeah) Pull up, woo, woo, jumpin\' out the court (Jump) Cotton candy (Drink), my cup tastes like the fair (Cotton) Straight up there (Where?), we didn\'t take the stairs (Where?) Faced my fears (My fears), gave my mama tears (Mama) Shiftin\' gears (Shift), on the Nawf, get serious (Serious) [Outro: Quavo] Girl, yeah, yeah, I wish my grandma could see me (Grandma) Take away pain, ain\'t easy (Pain) That\'s why I fire up a bleezy (Fire) Niggas not cappin\' this season '"
2,Versace (Remix),Migos,"' [Intro: Drake & Quavo] (Zaytoven) Yeah Oh shit, man, who that is? Shoutout Migos, shoutout Zaytoven one time That\'s Migos and Drake at the Versace store [Verse 1: Drake, Quavo & Takeoff] Versace, Versace Medusa head on me like I\'m Illuminati (Versace!) This is a gated community Please get the fuck off the property (gate!) Rap must be changin\' \'Cause I\'m at the top and ain\'t no one on top of me (woo!) Niggas be wantin\' a verse for a verse But man, that\'s not a swap to me (nah!) Drownin\' in compliments Pool in the backyard that look like Metropolis (Metropolis?) I think I\'m sellin\' a million first week Man, I guess I\'m a optimist (milli!) Born in Toronto but sometimes I feel like Atlanta adopted us (go!) What the fuck is you talkin\' \'bout? Saw this shit comin\' like I had binoculars, boy Versace, Versace We stay at the mansion when we in Miami The pillows Versace, the sheets are Versace I just won a Grammy (woo!) I been so quiet, I got the world like ""What the fuck is he plannin\'?"" (What?) Just make sure that you got a back up plan \'Cause that shit might come in handy (go, go!) Started a label, the album is comin\' September Just wait on it (just wait on it!) This year I\'m eatin\' your food And my table got so many plates on it (so many!) (damn!) Hundred-inch TV at my house I sit back like ""Damn, I look great on it!"" (damn, I look good!) I do not fuck with your new shit, my nigga Don\'t ask for my take on it (don\'t ask for my opinion!) Speakin\' in lingo, man, this for my nigga That trap out the bando (bando, bando!) This for my niggas that call up Fernando to move a piano (brr, brr, brr!) Fuck all your feelin\' \'cause business is business It\'s strictly financial (business is business!) I\'m always the first one to get it, man That\'s how you lead by example (I got it!) Versace, Versace Versace, Versace, Versace, Versace (Versace!) Word in New York is the Dyckman and Heights girls are callin\' me Papi (woo, woo) I\'m all on the low Take a famous girl out where there\'s no paparazzi (flash!) I\'m tryna give Halle Berry a baby and no one can stop me (smash!) [Chorus: Quavo] Versace, Versace, Versace, Versace Versace, Versace, Versace, Versace Versace, Versace Versace, Versace Versace Versace, Versace Versace, Versace Versace [Verse 2: Quavo] Versace, Versace Medusa head on me like I\'m Illuminati I know that you like it Versace, my neck and my wrist is so sloppy Versace, Versace I love it, Versace, the top of my Audi My plug, he John Gotti He give me the ducks, I know that they\'re mighty Shoes and shirt Versace Your bitch want in on my pockets She ask me why my drawers silk I told that bitch ""Versace"" Cheetah print on my sleeve But I ain\'t never been in the jungle Try to take my sack Better run with it, nigga, don\'t fumble [Chorus: Quavo] Versace, Versace, Versace, Versace Versace, Versace, Versace, Versace Versace, Versace Versace, Versace Versace Versace, Versace Versace, Versace Versace [Verse 3: Takeoff] You can do Truey, I do it Versace You copped the Honda, I copped the Mazi You smoke the mid, I smoke exotic I set the trend, you niggas copy Cookin\' this dope like I work at Hibachi Look at the watch, it blow hot like some Taki Come in my room, my sheet Versace When I go to sleep I dream Versace Medusa, Medusa, Medusa These niggas, they wishin\' they knew you They coppin\' the Truey, remixin\' the Louis My blunts is fat as Rasputia In a striped shirt like Im Tony the Tiger I\'m beatin\' the pot, call me Michael Lot of you niggas that copy Look at my closet, Versace, Versace [Chorus: Quavo] Versace, Versace, Versace, Versace Versace, Versace, Versace, Versace Versace, Versace Versace, Versace Versace Versace, Versace Versace, Versace Versace [Verse 4: Offset] King of Versace, Medusa my wifey My car is Versace, I got stripes on my Mazi I\'m dressin\' so nicely they can\'t even copy You\'d think I\'m Egyptian, this gold on my body Money my mission, two bitches They kissin\', my diamonds is pissin\', my swag is exquisite Young Offset no preacher but you niggas listen Them blue and white diamonds, they look like the Pistons Codeine sippin\', Versace, I\'m grippin\' Them bands in my pocket, you know that Im livin\' I\'m draped up in gold, but no Pharaoh Rockin\' handcuffs: that\'s Ferragamo Bricks by the boat, overload I think I\'m the don but no Rocco This the life that I chose Bought out the store, can\'t go back no more Versace my clothes while I\'m sellin\' them bows Versace take over, it took out my soul [Chorus: Quavo] Versace, Versace, Versace, Versace Versace, Versace, Versace, Versace Versace, Versace Versace, Versace Versace Versace, Versace Versace, Versace Versace '"
3,T-Shirt,Migos,"' [Intro] Nard & B TrenchWerk [Chorus: Quavo] (Ayy) Mama told me (Ayy), not to sell work (Mama) Seventeen five, same color T-shirt (White) Mama told me (Ayy), not to sell work (Mama) Seventeen five, same color T-shirt (Yeah) [Refrain: Takeoff] Young nigga poppin\' with a pocket full of cottage (Ayy) Woah, kemosabe, chopper aimin\' at your noggin (Ayy) Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt) Niggas pocket watchin\', so I gotta keep the rocket (Grrah) [Verse 1: Takeoff] Neck water faucet (Water), mockingbirds mocking (Woo) Act pint, stocking (Act), nats keep thotting (Nat) Wrist on hockey (Hockey), wrist on rocky (Rocky) Lotta niggas copy, huh, name someone can stop me (No one) Bitches call me papi (Bitch!), \'Sace that\'s my hobby (\'Sace) Scotty on the molly, pocket rocket from O\'Reilly (Grrah) One off in the chamber, ain\'t no need for me to cock it (Uh-uh) Niggas get to droppin\' when that Draco get to poppin\' (Frrr) All I want is cottage, roll a cigar full of broccoli (Cookie) No check, want all cash, nigga, I don\'t do deposits (Uh-uh) Bitches cross the border, nigga, bitches from the tropics (Whew) I\'ma get that bag, nigga, ain\'t no doubt about it (Yah) I\'ma feed my family, nigga, ain\'t no way around it (Family) Ain\'t gon\' never let up nigga, God said show my talent (Show it) Young nigga with the Anna, walkin\' with the hammer (Grrah) Talkin\' country grammar, nigga Straight out Nawf Atlanta (Nawfside) [Refrain: Takeoff] Young nigga poppin\' with a pocket full of cottage (Ayy) Woah, kemosabe, chopper aimin\' at your noggin (Ayy) Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt) Niggas pocket watchin\', so I gotta keep the rocket (Ayy) [Chorus: Quavo] (Ayy) Mama told me (Ayy), not to sell work (Mama) Seventeen five, same color T-shirt (White) Mama told me (Ayy), not to sell work (Mama) Seventeen five, same color T-shirt (Yeah) [Bridge: Quavo] Mama told you Mama told me (Mama), not to sell work Mama told you (Mama) Seventeen five, same color T-shirt (White) [Verse 2: Quavo] 1995 (90s), 2005 (2000s) Seen it with my eyes (Seen it), dope still alive (Dope) Real mob ties (Mob), real frog eyes (Frog) Real whole pies (Woah), all-time high (High) Do it for the culture (Culture) They gon\' bite like vultures (Vultures) Way back when (Woah) I was trappin\' out Toyotas (Skrrt, skrrt) I\'ma hit the gas (Gas), 12 can\'t pull me over (12) Space coupe, Quavo Yoda, pourin\' drank in sodas [Verse 3: Offset] I get high on my own, sir, heard you gon\' clone, sir Stop all that flexin\', young nigga don\'t wanna go there Never been a gopher (No), but I always been a soldier Young niggas in the cut (Woo), posted like a vulture (Wah) Divin\' off the stage (Yeah) in the crowd, it\'s a mosh pit Yeah, shawty bad, but she broke \'cause she don\'t own shit Mama asked me (Mama), ""Son, when the trappin\' gon\' quit?"" (Mama) I been ridin\' \'round (Woo) through the city in my new bitch (Skrrt) [Refrain: Takeoff] Young nigga poppin\' with a pocket full of cottage (Ayy) Woah, kemosabe, chopper aimin\' at your noggin (Ayy) Had to cop the Audi, then the top, I had to chop it (Skrrt, skrrt) Niggas pocket watchin\', so I gotta keep the rocket (Ayy) [Chorus: Quavo] (Ayy) Mama told me (Ayy), not to sell work (Mama) Seventeen five, same color T-shirt (White) Mama told me (Ayy), not to sell work (Mama) Seventeen five, same color T-shirt (Yeah) Mama told you, mama told you '"
4,Slippery,Migos," [Intro] De-de-de-de-de-de-de-de-Deko OG Parker [Chorus: Quavo] Pop a perky just to start up (Pop it, pop it) Pop two cups of purple just to warm up (Two cups, drank) I heard your bitch, she got that water (Splash, drip, drip, woo, splash, ayy) Slippery (Wow), 'scuse me, please me (Please) Arm up (Up), oh, believe me, believe me (Believe me) Get beat (Beat), 'cause I'm flexin' 'Rari's (Skrrt) You can bet on me (Skrr, skrr, hey, hey, hey) [Verse 1: Quavo] Tater tot, fuck niggas on my radar watch (Watchin') Crocodile hunter, turn 'em to some gator shots (Urr) Iced out watch (Ice), ridin' round, ten o'clock (Ten) Ridin' round, geeked up, damn, think it's three o'clock (Three) Four o'clock (Four), five o'clock, six o'clock (Five) I'm gon' pop, if I don't, I'm back to the pot (Whip) I got rocks (Rocks), big bales, big arms Tommy gun (Prr), come out and play, let's have fun (Yeah) Big scales (Scales), fish scale, big weight (Fish) Iceberg (Ice), ice tray, ice tray (Woo) Plug called (Called), tried to front, I don't need it (Brrt) I don't need it (Brrt), pockets strong, wrist anemic (Strong) Get freezy (Freezy), young nigga pay your debt-is (Debt-is) Grandma (Grandma), auntie Ab and auntie Neesa (Neesa) Uncle Bo (Bo), auntie Greta serve ya Perkys (Greta) Auntie Eva, if she got a pound, she might just serve it (Serve) [Chorus: Quavo] Pop a perky just to start up (Pop it, pop it) Pop two cups of purple just to warm up (Two cups, drank) I heard your bitch, she got that water (Splash, drip, drip, woo, splash, ayy) Slippery (Wow), 'scuse me, please me (Please) Arm up (Up), oh, believe me, believe me (Believe me) Get beat (Beat), 'cause I'm flexin' 'Rari's (Skrrt) You can bet on me (Skrr, skrr, hey, hey, hey) [Verse 2: Offset] Offset! Slippery (Slip), she numbin' me, that tongue on me (Eghhh) Honestly (Honest), she fuck with me, your wife to be (Wife) In Italy, bought her a fur, look like the wildebeast (Wrarr) Just chill with me (Chill) It is no worry, it is a bill to me (It ain't nothin') I pull up Diablo, I pull up with models I gave her her first Philippe (Philippe) We goin' full throttle, she swallowed the bottle I'm all in her ovaries (Eghhh) I gave her some dollars I Gucci'd her collar, now she can't get over me (Hey) She want a dose of me (Dose) Just hop in the Ghost with me (Ghost) Perky and molly, don't vote for nobody These bitch ass niggas ain't solid (Solid) Run in your house and with pumps and the shotties Your mama might be up inside it (Bah) Cars robotic, bad bitch with a body But really don't care nothing about it (Uh-uh) Cappin' and poppin', I seen that lil' Masi I coulda pulled up and just shot ya (Brrt) It's a jungle, I let 'em survive (Survive) [Chorus: Quavo] Pop a perky just to start up (Pop it, pop it) Pop two cups of purple just to warm up (Two cups, drank) I heard your bitch, she got that water (Splash, drip, drip, woo, splash, go ayy) Slippery, 'scuse me, please me (Please) Arm up, oh, believe me, believe me (believe me) Get beat (Beat), 'cause I'm flexin' 'Rari's (Skrrt) You can bet on me (Skrr, skrr, hey, hey, hey) [Verse 3: Gucci Mane] I rock water, diamonds, I'm drippin' but not slippin' I threw a quarter (Well damn), but nawl, I'm not trippin' Bugatti on Forgis,and nawl, I'm not Crippin' I buy Ferraris like Jordans, I'm Mike and y'all Pippen Chillin', just me and my millions Niggas, they all in they feelin's My bitches, I spoil them like they chillens So persistent, if I want it, I go get it I'm so slimy, grimy, shiesty but still shinin' Rude and unkindly, cruel with no conscience Drop the top on College, nigga, I ain't with no-nonsense And I'm a murderer, nigga, but I don't promote violence [Verse 4: Takeoff] Dead shot (Brrt), AK make your head rock (Brrt) Red dot (Pew-pew), retro Air Jord' deadstock (-stock) Lean on rocks (Act), Perkys, Mollies, Xannies, Rocks (Roxies) Oxycontin (Oxyies), Takeoff, I'm your med doc (Takeoff!) Leg lock (Leg), the key I got unlock the box (Box) What's in that box (Huh?) Don't tell 'em, they might show the cops (Shh) Wristwatch (Bite), abnormal so I flood the clock (Ice) Money flop, panties drop, that's when them titties pop (Woo) Free my partners (John Wick) 'Til they free it's fuck the cops (Fuck 'em) They know I geek a lot They don't know I keep a Glock (Clueless) Ain't been no drought (Where) They think I been sleep a lot They think I'm dumb (Dumb) They don't know I see the plot (See it) Fuck it I seize a knot [Chorus: Quavo] Pop a perky just to start up (Pop it, pop it) Pop two cups of purple just to warm up (Two cups, drank) I heard your bitch, she got that water (Splash, drip, drip, woo, splash, ayy) Slippery (Wow), 'scuse me, please me (Please) Arm up (Up), oh, believe me, believe me (Believe me) Get beat (Beat), 'cause I'm flexin' 'Rari's (Skrrt) You can bet on me (Skrr, skrr, hey, hey, hey) "
5,Stir Fry,Migos," [Intro: Quavo] Woo, woo, woo, woo Woo, woo, woo, woo [Verse 1: Quavo] Dance with my dogs in the nighttime (Wroof) Trap nigga with the chickens like Popeyes (Popeyes) Money changin' colors like tie-dye (Tie-dye) I'm just tryna get it, I ain't tryna die (No) She got a big ol' onion booty, make the world cry (Cry) In the kitchen, wrist twistin' like it's stir fry (Whip it) Hold them bands down (Hey), hold your mans down (Hey) Who told you come around? (Who?) This that trap sound (Trap) Designer clothes (Clothes), fashion shows (Shows) Trap house (House) made of gold (Gold) Control the bag now (Control it), no need to brag now (No need) Ayy, put the mask down (Mask), we livin' fast now (Fast) Finest hoes (Finest), wrist froze (Ho) We can go (We can) coast to coast (Coast) [Chorus: Quavo] Keep watchin' me whip up Still be real and famous, yeah Dance with my dogs in the nighttime (Woo, woo, woo, wroof) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) [Verse 2: Offset] Offset! I take a whip it, intermission, let the birds fly (Brr) I get money, tunnel vision through my third eye (Money) In that skillet, watch me flip it like it's Five Guys (Flip it) Look at my pilgrim, take off the ceiling, look at the blue sky (Skrrt) Icy Patek, check, yeah, boogers, they sit on my neck (Ice) I don't regret shit, yeah, I'm paid and I don't got a debt (Hah) You crawl 'fore you walk, you can ball every week For my dogs 'hind the wall, we gon' ball when you free (Ball) Stop watchin' me, democracy, you wanna copy me (You watchin') Life's Monopoly, go cop me some land and some property (Property) AP, Rolls (Rolls), pink diamonds, whoa (Whoa) Whip up the soda, diamonds off the Royce (Hey) [Chorus: Quavo] Keep watchin' me whip up Still be real and famous, yeah Dance with my dogs in the nighttime (Wroof) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Wroof) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) [Verse 3: Takeoff] In the kitchen, curry chicken, call it stir fry Takeoff, I'm the bird keeper, let the birds fly Why you tryna take my prize? You a dead guy Of course, I gotta keep a watch out through my bird eye No casket, drop dead fresh and I got dead guys Don't discriminate, ball players come in all sizes Finger roll, post move or the pick and roll They mad the way we win, they think we used a cheat code Why you keep lookin' at me? I feel like niggas got static, it must be the Patek Pockets blue cheese, I'm in the kitchen [Chorus: Quavo] In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) Keep watchin' me whip up Still be real and famous, yeah Dance with my dogs in the nighttime (Wroof) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Whip it) In the kitchen, wrist twistin' like it's stir fry (Wroof) "
